Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	2.542937	2.280444	10.688000	12.900000	
0.100000	2.087111	2.033077	18.760000	19.730000	
0.100000	1.887439	1.950727	24.550000	24.790000	
0.100000	1.795351	1.747288	28.658000	32.940000	
0.100000	1.602047	1.498835	37.392000	42.260000	
0.100000	1.407672	1.642423	47.568000	42.440000	
0.100000	1.165332	1.260856	58.452000	54.140000	
0.100000	0.999651	1.045196	65.402000	63.360000	
0.100000	0.893395	1.207701	69.424000	61.620000	
0.100000	0.809104	1.007084	72.852000	66.320000	
0.100000	0.772775	1.054308	74.396000	64.980000	
0.100000	0.721643	1.796953	76.082000	53.040000	
0.100000	0.694842	1.061801	77.194000	65.190000	
0.100000	0.675360	1.079417	77.836000	66.340000	
0.100000	0.653606	0.912913	78.802000	71.180000	
0.100000	0.636318	0.820437	79.256000	73.550000	
0.100000	0.618375	1.068058	79.936000	68.230000	
0.100000	0.614472	0.803233	80.294000	74.920000	
0.100000	0.596017	0.908492	80.768000	72.250000	
0.100000	0.593438	0.769640	80.956000	76.020000	
0.100000	0.581747	0.882152	81.196000	70.670000	
0.100000	0.563566	1.177578	81.810000	67.450000	
0.100000	0.556406	0.809797	81.976000	75.220000	
0.100000	0.554520	0.781460	82.074000	76.630000	
0.100000	0.548824	0.673280	82.238000	78.770000	
0.100000	0.535629	0.708595	82.746000	77.600000	
0.100000	0.524999	0.759818	82.906000	76.390000	
0.100000	0.524176	1.174774	82.856000	64.480000	
0.100000	0.521621	0.662306	83.298000	80.460000	
0.100000	0.506897	1.385455	83.600000	66.410000	
0.100000	0.504293	1.269960	83.606000	67.010000	
0.100000	0.498767	0.603696	83.952000	80.370000	
0.100000	0.492268	1.281095	84.036000	65.060000	
0.100000	0.491490	0.656418	84.104000	78.310000	
0.100000	0.493985	0.796486	83.990000	75.380000	
0.100000	0.488266	0.788123	84.076000	75.190000	
0.100000	0.482813	0.835620	84.326000	74.780000	
0.100000	0.485747	0.582283	84.058000	81.770000	
0.100000	0.477546	0.773124	84.586000	75.520000	
0.100000	0.475406	0.688938	84.332000	77.760000	
0.100000	0.476385	0.658044	84.482000	80.070000	
0.100000	0.472911	0.742320	84.782000	77.580000	
0.100000	0.471063	0.911026	84.588000	75.750000	
0.100000	0.462035	1.074088	84.824000	69.580000	
0.100000	0.465717	0.617871	85.080000	80.470000	
0.100000	0.456494	0.587384	85.182000	80.840000	
0.100000	0.458627	0.682937	85.182000	79.210000	
0.100000	0.459757	0.589537	85.022000	81.260000	
0.100000	0.447344	0.725500	85.476000	77.160000	
0.100000	0.467071	0.668207	84.878000	78.150000	
0.100000	0.444253	0.757767	85.626000	76.900000	
0.100000	0.448119	0.609661	85.564000	80.150000	
0.100000	0.446172	0.582631	85.598000	80.890000	
0.100000	0.451605	0.702412	85.488000	79.110000	
0.100000	0.450564	0.714052	85.376000	78.070000	
0.100000	0.443459	0.909138	85.758000	73.880000	
0.100000	0.451660	0.829279	85.444000	75.700000	
0.100000	0.444133	0.535259	85.598000	82.650000	
0.100000	0.439845	0.604423	85.778000	80.700000	
0.100000	0.440245	0.609176	85.598000	81.060000	
0.100000	0.447939	0.553760	85.436000	82.040000	
0.100000	0.425663	0.609105	86.336000	80.330000	
0.100000	0.439743	0.709409	85.646000	78.190000	
0.100000	0.436503	0.695261	85.826000	78.040000	
0.100000	0.433726	0.581073	85.932000	81.590000	
0.100000	0.427702	0.619894	86.074000	80.470000	
0.100000	0.436872	0.736684	85.740000	75.540000	
0.100000	0.434237	0.828130	85.932000	74.640000	
0.100000	0.434580	0.592212	85.836000	81.730000	
0.100000	0.424077	0.593528	86.302000	81.150000	
0.100000	0.428892	0.567077	86.072000	82.600000	
0.100000	0.425447	0.576335	86.098000	81.380000	
0.100000	0.426105	0.623686	86.190000	80.470000	
0.100000	0.419927	0.711011	86.342000	78.590000	
0.100000	0.428173	0.588831	86.064000	81.190000	
0.100000	0.428965	0.559724	85.976000	81.680000	
0.100000	0.432956	0.690017	86.008000	78.540000	
0.100000	0.423599	0.779173	86.320000	77.130000	
0.100000	0.423906	1.165022	86.220000	69.180000	
0.100000	0.422852	0.683515	86.146000	78.100000	
0.100000	0.417671	0.765873	86.348000	76.880000	
0.100000	0.418902	0.585273	86.302000	80.840000	
0.100000	0.411797	0.570838	86.604000	82.150000	
0.100000	0.419163	0.610784	86.452000	81.230000	
0.100000	0.417004	0.590527	86.274000	81.720000	
0.100000	0.423326	0.636524	86.146000	80.550000	
0.100000	0.424451	0.688144	86.098000	78.690000	
0.100000	0.418113	0.677391	86.546000	78.410000	
0.100000	0.417727	0.728432	86.278000	77.470000	
0.100000	0.414570	0.567142	86.522000	81.970000	
0.100000	0.413857	0.441714	86.620000	85.400000	
0.100000	0.414751	0.693787	86.626000	77.940000	
0.100000	0.423866	0.713535	86.152000	79.700000	
0.100000	0.412697	0.536571	86.596000	82.590000	
0.100000	0.408572	1.071743	86.790000	69.240000	
0.100000	0.414981	0.529452	86.480000	83.140000	
0.100000	0.413833	0.703677	86.622000	77.630000	
0.100000	0.406998	0.912933	86.722000	73.290000	
0.100000	0.413891	0.655903	86.776000	79.840000	
0.100000	0.411834	0.511322	86.688000	82.770000	
0.100000	0.412409	0.891065	86.622000	72.850000	
0.100000	0.410820	0.523816	86.734000	83.760000	
0.100000	0.408086	0.888579	86.692000	73.340000	
0.100000	0.409152	0.671886	86.776000	79.630000	
0.100000	0.410059	1.092314	86.668000	70.040000	
0.100000	0.414537	0.583635	86.550000	80.790000	
0.100000	0.414238	0.571290	86.572000	81.160000	
0.100000	0.411679	0.775121	86.720000	77.690000	
0.100000	0.406937	0.682870	86.796000	77.990000	
0.100000	0.413228	0.548189	86.618000	82.570000	
0.100000	0.413952	0.683028	86.494000	79.740000	
0.100000	0.411545	0.504172	86.622000	84.060000	
0.100000	0.407962	0.504964	86.724000	82.950000	
0.100000	0.404097	0.755436	86.878000	76.610000	
0.100000	0.410619	1.199830	86.582000	70.070000	
0.100000	0.403285	0.541452	86.888000	83.190000	
0.100000	0.407289	0.575391	86.770000	81.850000	
0.100000	0.405233	0.662814	87.006000	80.340000	
0.100000	0.400871	0.567999	87.030000	82.080000	
0.100000	0.404958	0.552654	86.874000	82.890000	
0.100000	0.405782	0.717451	86.594000	77.730000	
0.100000	0.400227	0.778993	86.950000	77.120000	
0.100000	0.402985	0.588177	86.890000	82.500000	
0.100000	0.411902	0.610115	86.678000	82.280000	
0.100000	0.399626	0.580732	87.008000	80.890000	
0.100000	0.410474	0.814202	86.758000	77.560000	
0.100000	0.402464	0.721659	86.846000	78.480000	
0.100000	0.400098	0.570352	87.010000	82.200000	
0.100000	0.400241	0.633330	86.756000	80.930000	
0.100000	0.401090	0.623725	86.780000	80.340000	
0.100000	0.409136	0.570961	86.742000	81.030000	
0.100000	0.398351	0.512829	86.946000	83.400000	
0.100000	0.404654	0.583525	86.902000	81.190000	
0.100000	0.408100	0.730082	86.768000	77.090000	
0.100000	0.404190	0.695677	86.562000	78.410000	
0.100000	0.401535	0.692735	86.888000	79.930000	
0.100000	0.401813	0.642729	87.028000	79.570000	
0.100000	0.399390	0.745316	86.920000	78.940000	
0.100000	0.399122	0.536424	87.026000	82.680000	
0.100000	0.399156	0.485946	87.036000	84.250000	
0.100000	0.404078	0.648098	86.814000	80.230000	
0.100000	0.402881	0.596749	86.830000	81.380000	
0.100000	0.405919	0.543796	86.780000	82.780000	
0.100000	0.396574	0.638126	87.168000	80.250000	
0.100000	0.396957	0.605639	86.978000	81.160000	
0.100000	0.394979	0.746129	87.108000	78.120000	
0.100000	0.401410	0.734407	86.902000	78.490000	
0.100000	0.401690	0.693692	86.770000	79.000000	
0.100000	0.402704	0.790607	87.016000	75.680000	
0.100000	0.396275	0.691689	87.120000	78.560000	
0.010000	0.212824	0.247020	92.990000	91.720000	
0.010000	0.154682	0.246881	94.848000	92.020000	
0.010000	0.133705	0.240312	95.548000	92.600000	
0.010000	0.119789	0.240254	95.994000	92.430000	
0.010000	0.107770	0.241230	96.406000	92.620000	
0.010000	0.099231	0.244073	96.746000	92.670000	
0.010000	0.091989	0.244332	96.840000	92.420000	
0.010000	0.086810	0.251051	97.102000	92.450000	
0.010000	0.077663	0.252387	97.458000	92.550000	
0.010000	0.072313	0.274424	97.596000	92.250000	
0.010000	0.068898	0.277876	97.722000	92.330000	
0.010000	0.064411	0.286067	97.852000	92.180000	
0.010000	0.064217	0.278133	97.818000	92.390000	
0.010000	0.059780	0.267141	98.006000	92.620000	
0.010000	0.057817	0.311582	98.076000	91.670000	
0.010000	0.056642	0.283378	98.096000	92.520000	
0.010000	0.051989	0.308758	98.290000	91.900000	
0.010000	0.056094	0.309365	98.120000	91.940000	
0.010000	0.056106	0.309070	98.088000	91.930000	
0.010000	0.052285	0.314821	98.268000	91.790000	
0.010000	0.058601	0.322249	98.048000	91.640000	
0.010000	0.054238	0.308096	98.170000	91.910000	
0.010000	0.058440	0.325807	98.036000	91.200000	
0.010000	0.056646	0.290251	98.092000	92.340000	
0.010000	0.055547	0.309727	98.106000	91.850000	
0.010000	0.061031	0.320588	97.932000	91.360000	
0.010000	0.055313	0.313817	98.160000	91.800000	
0.010000	0.058504	0.295360	98.002000	92.020000	
0.010000	0.056843	0.383108	98.112000	90.140000	
0.010000	0.057911	0.317545	98.090000	91.330000	
0.010000	0.060658	0.330741	98.006000	91.190000	
0.010000	0.059720	0.428937	98.016000	89.450000	
0.010000	0.064112	0.322349	97.912000	91.420000	
0.010000	0.058300	0.324984	98.040000	91.400000	
0.010000	0.063249	0.337146	97.910000	90.730000	
0.010000	0.061152	0.327535	97.916000	91.200000	
0.010000	0.062947	0.385269	97.898000	89.620000	
0.010000	0.059909	0.335079	98.028000	91.220000	
0.010000	0.065678	0.330522	97.826000	91.310000	
0.010000	0.069135	0.314970	97.704000	91.410000	
0.010000	0.063142	0.343131	97.910000	91.170000	
0.010000	0.064769	0.326091	97.872000	91.270000	
0.010000	0.065661	0.372648	97.834000	90.360000	
0.010000	0.065603	0.355957	97.766000	90.710000	
0.010000	0.064753	0.372829	97.762000	90.420000	
0.010000	0.068172	0.343115	97.722000	90.800000	
0.010000	0.064873	0.365482	97.874000	90.170000	
0.010000	0.065788	0.342988	97.786000	90.700000	
0.010000	0.064044	0.348099	97.862000	91.070000	
0.010000	0.068807	0.384881	97.750000	90.030000	
0.010000	0.063699	0.335286	97.890000	91.400000	
0.010000	0.063731	0.388461	97.866000	89.710000	
0.010000	0.068994	0.317667	97.712000	91.690000	
0.010000	0.068977	0.312820	97.662000	91.550000	
0.010000	0.069427	0.326403	97.612000	91.170000	
0.010000	0.064298	0.362077	97.944000	90.320000	
0.010000	0.066844	0.350545	97.828000	90.610000	
0.010000	0.064098	0.331052	97.842000	91.140000	
0.010000	0.068394	0.349149	97.798000	91.130000	
0.010000	0.066389	0.356407	97.846000	90.400000	
0.010000	0.068796	0.333956	97.734000	90.870000	
0.010000	0.067168	0.373845	97.716000	90.100000	
0.010000	0.065870	0.324259	97.812000	91.500000	
0.010000	0.066835	0.373563	97.768000	90.260000	
0.010000	0.067993	0.335028	97.822000	90.760000	
0.010000	0.062674	0.396615	97.940000	89.810000	
0.010000	0.066388	0.335931	97.740000	90.940000	
0.010000	0.068233	0.403773	97.718000	89.500000	
0.010000	0.070086	0.351761	97.622000	90.680000	
0.010000	0.065517	0.330072	97.834000	91.090000	
0.010000	0.061229	0.371292	98.022000	90.410000	
0.010000	0.063441	0.365701	97.910000	90.640000	
0.010000	0.068313	0.351178	97.758000	90.470000	
0.010000	0.070043	0.386159	97.750000	89.930000	
0.010000	0.064710	0.374590	97.914000	90.280000	
0.001000	0.029243	0.273618	99.086000	92.800000	
0.001000	0.015831	0.275588	99.540000	93.030000	
0.001000	0.012525	0.277049	99.668000	93.130000	
0.001000	0.009129	0.277078	99.780000	93.240000	
0.001000	0.008424	0.281969	99.778000	93.060000	
0.001000	0.008495	0.282703	99.776000	93.160000	
0.001000	0.006943	0.278630	99.838000	93.310000	
0.001000	0.006715	0.281228	99.828000	93.390000	
0.001000	0.005720	0.280108	99.860000	93.470000	
0.001000	0.005353	0.285031	99.858000	93.230000	
0.001000	0.005698	0.288696	99.854000	93.320000	
0.001000	0.004729	0.295914	99.906000	93.370000	
0.001000	0.004375	0.292812	99.898000	93.420000	
0.001000	0.004594	0.290553	99.890000	93.560000	
0.001000	0.003302	0.291493	99.930000	93.510000	
0.001000	0.003390	0.296062	99.920000	93.490000	
0.001000	0.003945	0.293356	99.908000	93.500000	
0.001000	0.003415	0.293824	99.914000	93.440000	
0.001000	0.003618	0.296225	99.928000	93.560000	
0.001000	0.003104	0.298177	99.936000	93.490000	
0.001000	0.002575	0.299186	99.966000	93.480000	
0.001000	0.002354	0.302945	99.960000	93.460000	
0.001000	0.002892	0.300595	99.944000	93.530000	
0.001000	0.002627	0.300102	99.954000	93.600000	
0.001000	0.002884	0.300114	99.940000	93.430000	
0.001000	0.002830	0.301144	99.942000	93.450000	
0.001000	0.002445	0.304969	99.950000	93.410000	
0.001000	0.002742	0.304231	99.944000	93.340000	
0.001000	0.002851	0.308207	99.932000	93.470000	
0.001000	0.002037	0.304863	99.976000	93.510000	
