Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	2.553573	2.302713	10.216000	10.670000	
0.100000	2.300200	2.296574	10.380000	10.440000	
0.100000	2.169622	2.159034	16.268000	16.340000	
0.100000	1.967508	2.317486	21.568000	13.770000	
0.100000	1.813736	1.871229	28.286000	26.720000	
0.100000	1.687010	2.037932	34.884000	31.370000	
0.100000	1.560096	1.813007	41.448000	38.710000	
0.100000	1.439321	1.645205	46.814000	42.190000	
0.100000	1.346981	1.428332	50.826000	50.420000	
0.100000	1.247306	1.205399	54.600000	57.320000	
0.100000	1.158004	1.397652	58.226000	54.570000	
0.100000	1.071921	1.155509	61.762000	58.610000	
0.100000	0.988740	1.239977	64.776000	60.080000	
0.100000	0.901308	0.913696	68.416000	67.760000	
0.100000	0.828066	0.945249	70.952000	67.270000	
0.100000	0.769181	0.898485	73.310000	69.960000	
0.100000	0.727538	0.857794	74.660000	71.360000	
0.100000	0.686764	0.712441	76.078000	75.450000	
0.100000	0.648038	0.744142	77.400000	75.260000	
0.100000	0.625069	1.175357	78.136000	66.120000	
0.100000	0.595689	0.806614	79.434000	73.620000	
0.100000	0.575637	0.613212	80.114000	79.140000	
0.100000	0.557026	1.032261	80.634000	66.540000	
0.100000	0.534458	0.634368	81.456000	78.070000	
0.100000	0.517285	0.746075	82.094000	76.240000	
0.100000	0.501805	0.525862	82.486000	82.280000	
0.100000	0.482437	0.586584	83.234000	80.160000	
0.100000	0.471387	0.648204	83.568000	79.480000	
0.100000	0.460346	0.639150	83.938000	79.450000	
0.100000	0.445522	0.563869	84.534000	80.670000	
0.100000	0.435890	0.532523	84.898000	81.860000	
0.100000	0.431153	0.607843	84.900000	79.770000	
0.100000	0.413066	0.575015	85.488000	80.510000	
0.100000	0.415513	0.543765	85.552000	82.070000	
0.100000	0.397912	0.545039	86.210000	81.360000	
0.100000	0.383084	0.535860	86.740000	81.990000	
0.100000	0.384871	0.539384	86.692000	82.350000	
0.100000	0.374485	0.513822	86.932000	82.900000	
0.100000	0.362325	0.459571	87.394000	84.840000	
0.100000	0.356700	0.516918	87.616000	83.140000	
0.100000	0.348300	0.446003	87.848000	85.430000	
0.100000	0.347950	0.452474	87.920000	84.870000	
0.100000	0.342397	0.480639	88.112000	84.570000	
0.100000	0.338221	0.440467	88.282000	85.060000	
0.100000	0.331050	0.485141	88.488000	83.980000	
0.100000	0.327637	0.464567	88.538000	84.790000	
0.100000	0.319270	0.578264	88.962000	82.240000	
0.100000	0.320905	0.453686	88.882000	84.950000	
0.100000	0.310749	0.495370	89.288000	84.320000	
0.100000	0.308263	0.427688	89.438000	86.100000	
0.100000	0.303979	0.543042	89.404000	83.520000	
0.100000	0.297439	0.486940	89.608000	85.130000	
0.100000	0.298000	0.441532	89.732000	85.500000	
0.100000	0.288986	0.524000	89.908000	82.740000	
0.100000	0.282426	0.427344	90.104000	86.310000	
0.100000	0.290505	0.498067	89.878000	84.220000	
0.100000	0.283619	0.502103	90.042000	84.980000	
0.100000	0.276680	0.406074	90.234000	86.840000	
0.100000	0.279220	0.483131	90.188000	85.000000	
0.100000	0.268750	0.503719	90.654000	84.850000	
0.100000	0.266776	0.551907	90.702000	82.600000	
0.100000	0.270438	0.422940	90.668000	86.340000	
0.100000	0.261066	0.441403	90.816000	85.880000	
0.100000	0.264794	0.405033	90.624000	86.620000	
0.100000	0.256952	0.422253	90.964000	86.970000	
0.100000	0.251254	0.445913	91.172000	85.660000	
0.100000	0.257156	0.425799	91.012000	86.240000	
0.100000	0.251367	0.369118	91.272000	87.690000	
0.100000	0.247983	0.389895	91.392000	87.160000	
0.100000	0.248576	0.377902	91.318000	87.870000	
0.100000	0.245645	0.418100	91.440000	87.030000	
0.100000	0.243450	0.389429	91.512000	87.700000	
0.100000	0.234135	0.358038	91.770000	87.990000	
0.100000	0.234765	0.548061	91.786000	83.110000	
0.100000	0.238046	0.467317	91.714000	85.670000	
0.100000	0.232467	0.558153	91.904000	83.820000	
0.100000	0.226564	0.421959	91.982000	86.570000	
0.100000	0.230914	0.359619	91.772000	88.140000	
0.100000	0.234139	0.428700	91.720000	87.160000	
0.100000	0.225931	0.427903	92.058000	86.600000	
0.100000	0.222512	0.373429	92.098000	87.920000	
0.100000	0.221523	0.336894	92.292000	89.380000	
0.100000	0.226753	0.379839	91.926000	88.250000	
0.100000	0.222311	0.473994	92.314000	85.080000	
0.100000	0.210065	0.352110	92.622000	88.400000	
0.100000	0.226430	0.424546	91.978000	87.330000	
0.100000	0.221605	0.387096	92.118000	87.980000	
0.100000	0.217963	0.467711	92.396000	85.710000	
0.100000	0.212214	0.396367	92.442000	87.470000	
0.100000	0.209280	0.382126	92.660000	87.980000	
0.100000	0.209255	0.365946	92.638000	88.230000	
0.100000	0.204579	0.441098	92.792000	86.280000	
0.100000	0.206566	0.369039	92.774000	88.280000	
0.100000	0.208057	0.423955	92.730000	87.330000	
0.100000	0.203555	0.404712	92.858000	87.320000	
0.100000	0.208463	0.458063	92.646000	85.720000	
0.100000	0.207363	0.382406	92.596000	88.080000	
0.100000	0.202336	0.325696	92.986000	89.390000	
0.100000	0.196945	0.437502	93.070000	86.660000	
0.100000	0.201753	0.429194	92.948000	86.620000	
0.100000	0.196265	0.400421	93.040000	87.170000	
0.100000	0.196897	0.365555	93.120000	88.320000	
0.100000	0.199676	0.426839	92.998000	87.110000	
0.100000	0.194865	0.423443	93.142000	86.270000	
0.100000	0.191336	0.399384	93.358000	87.700000	
0.100000	0.194812	0.391090	93.112000	87.970000	
0.100000	0.192273	0.405066	93.362000	87.320000	
0.100000	0.192602	0.408574	93.284000	87.520000	
0.100000	0.192109	0.386549	93.266000	87.550000	
0.100000	0.191352	0.468873	93.334000	86.020000	
0.100000	0.189909	0.418854	93.280000	87.180000	
0.100000	0.187770	0.442596	93.342000	86.540000	
0.100000	0.190347	0.386133	93.344000	88.160000	
0.100000	0.191480	0.422150	93.206000	86.530000	
0.100000	0.186887	0.345576	93.458000	89.010000	
0.100000	0.184595	0.389431	93.418000	88.100000	
0.100000	0.185806	0.344722	93.328000	88.890000	
0.100000	0.182330	0.582384	93.598000	82.820000	
0.100000	0.178121	0.490688	93.716000	85.550000	
0.100000	0.184116	0.396539	93.484000	87.920000	
0.100000	0.186474	0.377611	93.460000	88.220000	
0.100000	0.178355	0.509119	93.782000	85.170000	
0.100000	0.184996	0.409716	93.528000	87.900000	
0.100000	0.177583	0.344461	93.724000	89.020000	
0.100000	0.176234	0.480606	93.820000	85.440000	
0.100000	0.172673	0.391390	93.944000	88.140000	
0.100000	0.175633	0.336213	93.906000	89.480000	
0.100000	0.175548	0.426350	93.756000	87.550000	
0.100000	0.175789	0.339194	93.832000	89.140000	
0.100000	0.172962	0.324627	93.908000	89.880000	
0.100000	0.174476	0.360907	93.920000	88.570000	
0.100000	0.175131	0.468781	93.794000	86.560000	
0.100000	0.168468	0.348667	94.102000	89.380000	
0.100000	0.173888	0.426977	93.964000	87.250000	
0.100000	0.169591	0.391894	94.046000	88.330000	
0.100000	0.167519	0.434792	94.074000	87.610000	
0.100000	0.172078	0.435329	93.958000	87.110000	
0.100000	0.164878	0.398566	94.282000	88.080000	
0.100000	0.176118	0.515975	93.774000	84.910000	
0.100000	0.166359	0.412208	94.192000	87.400000	
0.100000	0.162644	0.360900	94.336000	88.690000	
0.100000	0.170209	0.440958	93.938000	87.200000	
0.100000	0.164949	0.438952	94.208000	87.170000	
0.100000	0.170020	0.375573	94.052000	88.330000	
0.100000	0.171549	0.466792	94.016000	86.430000	
0.100000	0.172382	0.351598	94.022000	89.050000	
0.100000	0.167800	0.437628	94.094000	87.450000	
0.100000	0.164448	0.384833	94.222000	88.840000	
0.100000	0.163625	0.352732	94.224000	89.020000	
0.100000	0.167275	0.366377	94.090000	89.000000	
0.010000	0.087680	0.219727	97.002000	93.090000	
0.010000	0.058041	0.210123	98.170000	93.540000	
0.010000	0.046859	0.208790	98.586000	93.560000	
0.010000	0.041291	0.209773	98.754000	93.680000	
0.010000	0.037577	0.211150	98.842000	93.740000	
0.010000	0.032205	0.212099	99.070000	93.840000	
0.010000	0.029705	0.216192	99.170000	93.810000	
0.010000	0.026958	0.218813	99.200000	93.800000	
0.010000	0.025806	0.220375	99.260000	93.730000	
0.010000	0.023094	0.218231	99.312000	93.920000	
0.010000	0.021042	0.220741	99.442000	93.960000	
0.010000	0.021283	0.221720	99.432000	94.020000	
0.010000	0.019373	0.227052	99.472000	93.970000	
0.010000	0.018681	0.221051	99.476000	94.100000	
0.010000	0.017443	0.222872	99.554000	94.020000	
0.010000	0.015643	0.228816	99.636000	93.950000	
0.010000	0.014136	0.229412	99.664000	94.090000	
0.010000	0.014351	0.231921	99.620000	94.030000	
0.010000	0.014638	0.231739	99.624000	94.060000	
0.010000	0.013362	0.235673	99.670000	93.920000	
0.010000	0.011973	0.237473	99.728000	93.830000	
0.010000	0.012612	0.238956	99.688000	93.740000	
0.010000	0.012350	0.238176	99.710000	93.860000	
0.010000	0.010707	0.235698	99.756000	94.000000	
0.010000	0.010082	0.241464	99.782000	94.080000	
0.010000	0.009931	0.245016	99.774000	93.890000	
0.010000	0.009358	0.244734	99.802000	94.040000	
0.010000	0.009826	0.248582	99.784000	93.900000	
0.010000	0.009242	0.246757	99.792000	94.070000	
0.010000	0.009008	0.244284	99.802000	93.970000	
0.010000	0.008381	0.243524	99.820000	93.950000	
0.010000	0.008515	0.244325	99.810000	94.060000	
0.010000	0.008337	0.242636	99.812000	93.880000	
0.010000	0.007679	0.247976	99.836000	93.960000	
0.010000	0.007447	0.247444	99.842000	93.980000	
0.010000	0.007377	0.249878	99.820000	93.940000	
0.010000	0.007367	0.247815	99.836000	94.120000	
0.010000	0.007498	0.251410	99.866000	94.070000	
0.010000	0.006605	0.256205	99.880000	93.850000	
0.010000	0.006921	0.253440	99.842000	93.960000	
0.010000	0.007331	0.248973	99.844000	93.950000	
0.010000	0.006335	0.249930	99.882000	94.030000	
0.010000	0.006578	0.246989	99.870000	94.070000	
0.010000	0.005948	0.256148	99.898000	93.980000	
0.010000	0.006059	0.253449	99.884000	93.940000	
0.010000	0.005773	0.252136	99.896000	94.080000	
0.010000	0.005201	0.254750	99.920000	93.960000	
0.010000	0.005035	0.255632	99.932000	93.930000	
0.010000	0.005480	0.258251	99.888000	93.920000	
0.010000	0.005460	0.257936	99.894000	93.870000	
0.010000	0.005678	0.259174	99.888000	93.980000	
0.010000	0.005475	0.259452	99.888000	94.060000	
0.010000	0.004977	0.260900	99.912000	93.930000	
0.010000	0.004720	0.261082	99.914000	93.940000	
0.010000	0.005149	0.255948	99.912000	94.100000	
0.010000	0.004649	0.257168	99.932000	94.000000	
0.010000	0.004665	0.259202	99.920000	93.910000	
0.010000	0.004791	0.258402	99.920000	94.050000	
0.010000	0.004756	0.261890	99.902000	93.720000	
0.010000	0.004556	0.258464	99.930000	93.930000	
0.010000	0.004621	0.263067	99.928000	93.920000	
0.010000	0.004527	0.259024	99.920000	93.910000	
0.010000	0.004330	0.255287	99.934000	94.030000	
0.010000	0.004041	0.268328	99.946000	93.810000	
0.010000	0.004020	0.256255	99.940000	94.110000	
0.010000	0.004259	0.265819	99.934000	93.830000	
0.010000	0.004013	0.263820	99.940000	93.780000	
0.010000	0.004039	0.261919	99.938000	93.950000	
0.010000	0.003944	0.262542	99.936000	93.770000	
0.010000	0.004471	0.269430	99.906000	93.880000	
0.010000	0.004253	0.263138	99.938000	93.880000	
0.010000	0.004067	0.266588	99.942000	93.850000	
0.010000	0.003669	0.260955	99.952000	93.870000	
0.010000	0.003824	0.261786	99.938000	93.810000	
0.010000	0.003797	0.264098	99.946000	94.130000	
0.001000	0.003554	0.260943	99.944000	94.040000	
0.001000	0.003429	0.260494	99.950000	94.070000	
0.001000	0.003384	0.263000	99.948000	93.930000	
0.001000	0.003023	0.258960	99.964000	93.990000	
0.001000	0.002778	0.260600	99.974000	93.930000	
0.001000	0.002948	0.261632	99.960000	93.990000	
0.001000	0.003042	0.260562	99.956000	94.020000	
0.001000	0.002936	0.264793	99.964000	93.860000	
0.001000	0.003111	0.263845	99.956000	93.940000	
0.001000	0.002840	0.263172	99.972000	93.930000	
0.001000	0.002491	0.260452	99.970000	93.890000	
0.001000	0.002682	0.262044	99.966000	93.840000	
0.001000	0.002808	0.261186	99.970000	94.010000	
0.001000	0.002831	0.260246	99.958000	93.980000	
0.001000	0.002680	0.262026	99.968000	94.030000	
0.001000	0.002788	0.260263	99.960000	93.990000	
0.001000	0.002391	0.261685	99.980000	94.050000	
0.001000	0.002750	0.260819	99.962000	94.010000	
0.001000	0.002508	0.260721	99.978000	94.020000	
0.001000	0.002539	0.261462	99.970000	93.960000	
0.001000	0.002672	0.259563	99.972000	93.940000	
0.001000	0.002819	0.264428	99.962000	93.850000	
0.001000	0.002544	0.259929	99.970000	93.930000	
0.001000	0.002575	0.261602	99.970000	93.970000	
0.001000	0.002697	0.261866	99.962000	93.920000	
0.001000	0.002586	0.260667	99.962000	93.930000	
0.001000	0.002485	0.258686	99.976000	93.950000	
0.001000	0.002475	0.260095	99.974000	93.940000	
0.001000	0.002606	0.258954	99.970000	93.990000	
0.001000	0.002519	0.259600	99.978000	93.960000	
0.001000	0.002538	0.259669	99.968000	93.910000	
0.001000	0.002450	0.258672	99.974000	94.030000	
0.001000	0.002297	0.257419	99.982000	93.900000	
0.001000	0.002577	0.259032	99.966000	93.990000	
0.001000	0.002357	0.261313	99.974000	93.980000	
0.001000	0.002447	0.259747	99.980000	94.010000	
0.001000	0.002582	0.262281	99.976000	94.050000	
0.001000	0.002374	0.258551	99.974000	94.010000	
