Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	4.664359	4.564841	1.274000	1.370000	
0.100000	4.404167	4.219937	2.488000	3.420000	
0.100000	4.106762	3.981058	4.660000	6.170000	
0.100000	3.896239	3.817682	7.044000	8.890000	
0.100000	3.724782	3.656501	9.558000	10.470000	
0.100000	3.511338	3.604753	12.998000	12.240000	
0.100000	3.261834	4.310896	16.772000	10.710000	
0.100000	3.031852	3.252284	20.742000	18.770000	
0.100000	2.893943	3.947651	23.932000	14.580000	
0.100000	2.772127	3.605098	26.240000	18.930000	
0.100000	2.679877	2.981492	28.520000	24.110000	
0.100000	2.576871	3.019807	30.714000	23.940000	
0.100000	2.469521	2.688023	33.284000	31.020000	
0.100000	2.386608	2.752656	35.192000	31.300000	
0.100000	2.297686	3.003443	37.864000	28.080000	
0.100000	2.222594	2.434744	39.430000	36.620000	
0.100000	2.170751	2.452189	40.694000	36.170000	
0.100000	2.109277	3.034963	42.500000	30.540000	
0.100000	2.078522	2.456230	43.414000	37.890000	
0.100000	2.034013	2.717487	44.774000	34.880000	
0.100000	2.005512	2.620818	45.286000	36.640000	
0.100000	1.984383	2.399834	45.936000	39.140000	
0.100000	1.934541	2.740591	47.296000	34.700000	
0.100000	1.916559	2.680224	48.004000	36.650000	
0.100000	1.903670	2.155920	48.066000	43.260000	
0.100000	1.876279	2.277606	48.894000	41.430000	
0.100000	1.850176	2.275675	49.754000	41.570000	
0.100000	1.841328	2.506173	49.812000	37.960000	
0.100000	1.815586	2.409743	50.672000	39.910000	
0.100000	1.805787	2.212900	50.792000	44.230000	
0.100000	1.799121	2.295380	51.110000	42.110000	
0.100000	1.767068	2.315043	51.748000	42.470000	
0.100000	1.766526	2.057471	51.738000	45.450000	
0.100000	1.749563	2.265321	52.424000	44.130000	
0.100000	1.743102	2.160656	52.638000	44.420000	
0.100000	1.720928	2.505581	53.156000	40.220000	
0.100000	1.723743	2.144491	53.134000	46.360000	
0.100000	1.704503	2.375940	53.564000	42.310000	
0.100000	1.708034	2.737801	53.498000	38.470000	
0.100000	1.697907	2.436336	54.224000	40.680000	
0.100000	1.697161	2.133511	54.146000	43.890000	
0.100000	1.683939	2.053328	54.204000	47.740000	
0.100000	1.678238	2.000261	54.568000	48.750000	
0.100000	1.671617	2.252705	54.738000	45.740000	
0.100000	1.659163	2.478153	55.192000	42.340000	
0.100000	1.672937	2.217447	54.892000	45.360000	
0.100000	1.663075	2.156809	55.150000	45.370000	
0.100000	1.634611	2.213832	55.660000	46.080000	
0.100000	1.647029	2.146044	55.652000	47.250000	
0.100000	1.629445	2.231103	55.884000	44.930000	
0.100000	1.622334	2.091076	56.254000	47.200000	
0.100000	1.627098	2.347694	55.838000	43.200000	
0.100000	1.620463	2.054686	56.150000	47.770000	
0.100000	1.614417	2.363440	56.222000	43.840000	
0.100000	1.616602	2.215519	56.352000	44.830000	
0.100000	1.602030	2.202673	56.492000	45.690000	
0.100000	1.601105	1.974532	56.540000	49.090000	
0.100000	1.596215	2.016998	56.958000	48.520000	
0.100000	1.591347	2.306048	57.044000	44.600000	
0.100000	1.591561	2.058792	56.816000	49.040000	
0.100000	1.580030	1.982539	57.308000	48.690000	
0.100000	1.570443	2.167247	57.310000	46.200000	
0.100000	1.554318	2.189290	57.916000	45.870000	
0.100000	1.568056	1.915245	57.696000	48.920000	
0.100000	1.572771	2.341155	57.668000	45.140000	
0.100000	1.551611	2.154188	57.996000	46.200000	
0.100000	1.559675	2.315083	57.722000	44.540000	
0.100000	1.553986	2.245933	58.100000	44.860000	
0.100000	1.550187	2.060775	58.306000	47.400000	
0.100000	1.532511	1.934055	58.410000	50.360000	
0.100000	1.546954	2.125166	58.106000	47.100000	
0.100000	1.528345	1.918649	58.704000	50.750000	
0.100000	1.539189	2.013670	58.326000	49.190000	
0.100000	1.543639	2.435303	58.258000	43.670000	
0.100000	1.537021	2.151197	58.300000	46.950000	
0.100000	1.528081	1.852602	58.684000	51.600000	
0.100000	1.526641	2.004455	58.708000	49.340000	
0.100000	1.530736	1.879259	58.680000	50.770000	
0.100000	1.528760	1.877738	58.600000	52.240000	
0.100000	1.523739	2.191869	58.770000	47.020000	
0.100000	1.514327	2.053697	58.938000	48.990000	
0.100000	1.516540	1.990993	58.920000	48.760000	
0.100000	1.509622	1.989790	59.204000	49.360000	
0.100000	1.509537	2.046292	59.148000	48.340000	
0.100000	1.504105	2.167275	59.448000	47.440000	
0.100000	1.504894	2.226335	59.310000	46.500000	
0.100000	1.514136	2.171896	59.022000	48.160000	
0.100000	1.510826	1.999185	58.992000	49.200000	
0.100000	1.502817	2.312299	59.180000	44.840000	
0.100000	1.508882	2.017728	59.138000	50.370000	
0.100000	1.487592	2.447512	59.966000	45.140000	
0.100000	1.485967	1.939514	59.584000	50.260000	
0.100000	1.494939	2.101331	59.428000	48.920000	
0.100000	1.503829	1.865860	59.108000	52.600000	
0.100000	1.475955	2.742594	59.956000	40.130000	
0.100000	1.506149	2.117169	59.002000	48.210000	
0.100000	1.491287	2.044080	59.542000	49.010000	
0.100000	1.485993	1.960254	59.576000	51.060000	
0.100000	1.486721	2.474266	59.708000	43.060000	
0.100000	1.482768	2.356477	59.890000	43.890000	
0.100000	1.485661	2.202596	59.850000	47.340000	
0.100000	1.483838	1.998057	59.674000	48.470000	
0.100000	1.488909	2.343838	59.880000	45.550000	
0.100000	1.488820	2.105666	59.764000	47.770000	
0.100000	1.483309	1.901276	60.046000	51.220000	
0.100000	1.475716	1.979827	60.280000	51.790000	
0.100000	1.475388	2.510914	59.886000	42.510000	
0.100000	1.484473	2.239972	59.886000	47.070000	
0.100000	1.477877	2.095025	59.988000	48.630000	
0.100000	1.476836	2.064225	60.124000	48.770000	
0.100000	1.475905	2.418429	59.956000	44.180000	
0.100000	1.468539	1.890293	60.164000	51.460000	
0.100000	1.472533	1.993354	60.058000	50.250000	
0.100000	1.467025	1.879006	60.514000	52.240000	
0.100000	1.485242	2.084929	59.930000	48.520000	
0.100000	1.466627	2.095843	60.310000	47.500000	
0.100000	1.464702	1.881321	60.542000	51.450000	
0.100000	1.464456	1.919993	60.454000	51.110000	
0.100000	1.459175	1.847142	60.322000	52.690000	
0.100000	1.464144	1.961602	60.422000	49.980000	
0.100000	1.469022	2.210283	59.926000	46.250000	
0.100000	1.467490	1.978960	60.100000	50.160000	
0.100000	1.459343	1.916692	60.600000	51.960000	
0.100000	1.457632	2.023982	60.372000	49.330000	
0.100000	1.455216	2.357015	60.732000	44.410000	
0.100000	1.463434	2.077312	60.292000	48.430000	
0.100000	1.451895	2.725978	60.544000	40.380000	
0.100000	1.462332	2.017793	60.554000	49.170000	
0.100000	1.452821	1.904175	60.900000	50.860000	
0.100000	1.452496	2.140106	60.422000	47.620000	
0.100000	1.446975	2.034568	60.816000	48.790000	
0.100000	1.451580	1.981146	60.754000	50.170000	
0.100000	1.457356	1.922652	60.488000	50.810000	
0.100000	1.450675	1.904194	60.690000	51.820000	
0.100000	1.446344	1.986736	60.870000	50.340000	
0.100000	1.448723	1.828736	60.542000	53.590000	
0.100000	1.446633	1.953695	60.456000	51.100000	
0.100000	1.448265	2.062555	60.812000	48.920000	
0.100000	1.440804	2.005533	61.014000	50.630000	
0.100000	1.446101	2.159799	60.692000	47.230000	
0.100000	1.455408	2.233822	60.454000	47.490000	
0.100000	1.445958	2.354699	60.892000	44.500000	
0.100000	1.450297	2.004035	60.682000	49.550000	
0.100000	1.447288	1.867003	60.902000	51.770000	
0.100000	1.454500	2.060461	60.620000	48.940000	
0.100000	1.443764	1.970452	60.880000	49.940000	
0.100000	1.431783	2.050573	61.038000	49.700000	
0.100000	1.460861	2.494210	60.404000	41.670000	
0.100000	1.441489	2.004331	60.806000	49.740000	
0.100000	1.443385	2.081771	60.986000	48.570000	
0.010000	0.894358	1.122513	74.540000	69.070000	
