Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	4.659469	4.443224	1.588000	2.540000	
0.100000	4.315076	4.253398	3.556000	4.180000	
0.100000	4.076406	4.010263	5.846000	7.280000	
0.100000	3.899404	3.985368	8.322000	8.730000	
0.100000	3.695009	3.828383	11.526000	12.410000	
0.100000	3.469053	3.499195	15.610000	15.920000	
0.100000	3.208877	3.800652	20.288000	15.500000	
0.100000	2.935095	2.972637	25.230000	26.050000	
0.100000	2.698971	2.875687	29.984000	29.080000	
0.100000	2.492280	2.719599	34.496000	33.430000	
0.100000	2.331961	2.573265	37.762000	36.670000	
0.100000	2.182663	2.409602	41.178000	39.780000	
0.100000	2.064566	2.320755	43.956000	41.850000	
0.100000	1.952986	2.330348	46.498000	42.370000	
0.100000	1.863427	2.167100	48.478000	47.000000	
0.100000	1.769203	2.078972	50.700000	46.820000	
0.100000	1.676917	2.089401	53.090000	47.180000	
0.100000	1.598838	1.963147	55.088000	49.780000	
0.100000	1.524819	2.006530	56.960000	51.460000	
0.100000	1.468635	1.799445	58.138000	53.200000	
0.100000	1.401317	1.922651	59.946000	53.180000	
0.100000	1.351624	1.848161	61.164000	55.500000	
0.100000	1.305330	1.734067	62.332000	55.380000	
0.100000	1.266426	1.742629	63.170000	55.360000	
0.100000	1.220961	1.792429	64.570000	58.840000	
0.100000	1.183194	1.606179	65.198000	58.590000	
0.100000	1.149785	2.727556	66.448000	53.270000	
0.100000	1.121765	1.633020	67.074000	56.470000	
0.100000	1.081595	1.542788	68.060000	59.240000	
0.100000	1.055559	1.457012	68.774000	60.250000	
0.100000	1.024117	1.643974	69.510000	57.140000	
0.100000	1.002499	1.554629	70.068000	59.620000	
0.100000	0.990421	1.646531	70.380000	59.770000	
0.100000	0.965745	1.561723	71.114000	59.130000	
0.100000	0.944069	1.433393	71.592000	62.220000	
0.100000	0.922162	1.519861	72.382000	61.000000	
0.100000	0.905304	1.481863	72.670000	60.500000	
0.100000	0.891190	1.509588	72.996000	61.330000	
0.100000	0.872214	1.416769	73.602000	62.160000	
0.100000	0.854046	1.441698	74.152000	62.520000	
0.100000	0.843278	1.550213	74.494000	60.090000	
0.100000	0.821713	1.415783	74.860000	63.000000	
0.100000	0.812530	1.448764	75.306000	62.280000	
