Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	3.836296	3.447051	10.886000	17.530000	
0.100000	2.996396	2.839063	24.408000	27.390000	
0.100000	2.466422	2.474045	34.904000	36.560000	
0.100000	2.134698	2.263546	42.142000	41.230000	
0.100000	1.912364	2.019506	47.340000	46.550000	
0.100000	1.757440	2.008096	51.136000	46.560000	
0.100000	1.626324	1.781388	54.204000	51.740000	
0.100000	1.537438	1.766431	56.582000	53.050000	
0.100000	1.449320	1.762131	58.690000	52.890000	
0.100000	1.400434	1.653440	59.950000	55.450000	
0.100000	1.343269	1.651319	61.374000	55.340000	
0.100000	1.293393	1.697686	62.766000	55.470000	
0.100000	1.258417	1.620049	63.700000	56.500000	
0.100000	1.222459	1.552869	64.760000	57.490000	
0.100000	1.188821	1.450885	65.288000	59.950000	
0.100000	1.169881	1.505049	65.990000	59.460000	
0.100000	1.142168	1.527395	66.600000	59.330000	
0.100000	1.120107	1.471154	66.924000	60.360000	
0.100000	1.098495	1.466277	67.830000	61.010000	
0.100000	1.084299	1.522997	68.012000	59.110000	
0.100000	1.062035	1.548614	68.644000	59.560000	
0.100000	1.047394	1.478387	69.030000	60.370000	
0.100000	1.030543	1.373912	69.484000	62.410000	
0.100000	1.015454	1.384028	69.920000	62.750000	
0.100000	0.998316	1.508241	70.336000	60.360000	
0.100000	0.996893	1.441813	70.478000	61.930000	
0.100000	0.977566	1.467958	70.976000	61.400000	
0.100000	0.969477	1.509717	71.174000	60.810000	
0.100000	0.959408	1.405574	71.476000	63.250000	
0.100000	0.947908	1.407913	71.880000	62.500000	
0.100000	0.945676	1.383508	71.880000	62.470000	
0.100000	0.931751	1.431851	72.038000	62.980000	
0.100000	0.921817	1.530377	72.368000	60.760000	
0.100000	0.915408	1.427909	72.502000	62.060000	
0.100000	0.901553	1.510403	73.058000	61.150000	
0.100000	0.895397	1.379828	72.986000	62.950000	
0.100000	0.897682	1.483927	73.048000	61.480000	
0.100000	0.885284	1.343783	73.412000	64.510000	
0.100000	0.878776	1.313944	73.618000	64.570000	
0.100000	0.869513	1.454625	73.966000	62.860000	
0.100000	0.865021	1.685259	73.936000	59.080000	
0.100000	0.866618	1.434112	73.880000	62.760000	
0.100000	0.869091	1.320838	73.906000	64.210000	
0.100000	0.853188	1.484566	74.274000	62.510000	
0.100000	0.850439	1.343032	74.222000	64.920000	
0.100000	0.836082	1.513111	74.604000	61.920000	
0.100000	0.836650	1.455868	74.804000	62.540000	
0.100000	0.840082	1.365934	74.330000	63.730000	
0.100000	0.823296	1.654420	75.056000	61.170000	
0.100000	0.830671	1.359061	74.788000	63.810000	
0.100000	0.819292	1.379806	75.076000	63.800000	
0.100000	0.817650	1.329862	75.180000	64.400000	
0.100000	0.816237	1.347085	75.292000	64.920000	
0.100000	0.808897	1.380327	75.558000	63.940000	
0.100000	0.799318	1.406323	75.502000	63.530000	
0.100000	0.802405	1.305831	75.470000	64.290000	
0.100000	0.802425	1.252252	75.436000	65.840000	
0.100000	0.798836	1.332523	75.806000	64.590000	
0.100000	0.793677	1.292237	75.556000	65.900000	
0.100000	0.788563	1.361323	76.014000	64.610000	
0.100000	0.785793	1.349889	76.062000	64.260000	
0.100000	0.786678	1.466636	76.342000	63.560000	
0.100000	0.789049	1.365431	75.868000	64.940000	
0.100000	0.785542	1.430527	76.056000	62.710000	
0.100000	0.780441	1.363810	76.164000	64.790000	
0.100000	0.774831	1.564357	76.454000	61.050000	
0.100000	0.766347	1.327317	76.698000	64.490000	
0.100000	0.771042	1.489670	76.336000	61.960000	
0.100000	0.765490	1.440780	76.610000	63.400000	
0.100000	0.767979	1.318035	76.592000	64.970000	
0.100000	0.764091	1.465229	76.552000	62.330000	
0.100000	0.763184	1.443627	76.754000	63.440000	
0.100000	0.763803	1.303858	76.730000	65.290000	
0.100000	0.763471	1.313681	76.746000	66.230000	
0.100000	0.755055	1.469966	76.990000	63.840000	
0.100000	0.756186	1.471129	76.906000	63.450000	
0.100000	0.752569	1.389830	76.856000	63.910000	
0.100000	0.754678	1.459857	76.802000	63.750000	
0.100000	0.744770	1.341222	77.150000	65.470000	
0.100000	0.751222	1.364961	76.864000	64.190000	
0.100000	0.744039	1.339079	77.196000	65.400000	
0.100000	0.746802	1.318997	77.022000	65.140000	
0.100000	0.750140	1.448449	77.068000	63.690000	
0.100000	0.743896	1.363238	77.140000	65.420000	
0.100000	0.735982	1.309249	77.492000	66.420000	
0.100000	0.731952	1.379280	77.560000	64.670000	
0.100000	0.732149	1.316471	77.352000	66.100000	
0.100000	0.737994	1.329370	77.106000	65.310000	
0.100000	0.735113	1.418169	77.410000	63.490000	
0.100000	0.731500	1.335860	77.450000	65.960000	
0.100000	0.723761	1.375516	77.662000	64.650000	
0.100000	0.728475	1.338463	77.596000	65.350000	
0.100000	0.736240	1.463432	77.410000	63.770000	
0.100000	0.730855	1.396048	77.396000	65.150000	
0.100000	0.729811	1.327752	77.498000	65.760000	
0.100000	0.719645	1.348827	77.838000	65.060000	
0.100000	0.722544	1.291030	77.740000	66.370000	
0.100000	0.716249	1.427048	77.950000	64.870000	
0.100000	0.726161	1.429907	77.462000	63.990000	
0.100000	0.716047	1.295030	77.952000	66.510000	
0.100000	0.713847	1.470538	77.988000	63.950000	
0.100000	0.714822	1.316636	78.086000	66.490000	
0.100000	0.717067	1.285603	77.978000	66.400000	
0.100000	0.710619	1.317502	77.996000	65.430000	
0.100000	0.715049	1.486981	77.878000	63.460000	
0.100000	0.711484	1.378825	78.078000	64.940000	
0.100000	0.707964	1.383277	78.290000	64.900000	
0.100000	0.708684	1.299311	78.226000	66.610000	
0.100000	0.711384	1.397802	78.086000	65.010000	
0.100000	0.707301	1.371709	78.292000	65.450000	
0.100000	0.707746	1.447112	78.254000	64.440000	
0.100000	0.705181	1.306317	78.114000	66.480000	
0.100000	0.707863	1.344790	78.064000	65.260000	
0.100000	0.705464	1.328778	78.054000	65.840000	
0.100000	0.703852	1.380176	78.358000	65.490000	
0.100000	0.699019	1.385113	78.506000	64.760000	
0.100000	0.704520	1.399625	78.242000	64.830000	
0.100000	0.704978	1.395440	78.254000	64.750000	
0.100000	0.697491	1.355354	78.576000	66.140000	
0.100000	0.694385	1.525074	78.452000	63.010000	
0.100000	0.698047	1.416528	78.406000	64.830000	
0.100000	0.693696	1.353032	78.696000	65.710000	
0.100000	0.694677	1.451617	78.356000	63.840000	
0.100000	0.686669	1.348201	79.096000	65.200000	
0.100000	0.699845	1.370835	78.482000	66.080000	
0.100000	0.697682	1.345122	78.308000	65.920000	
0.100000	0.689113	1.570246	78.736000	62.370000	
0.100000	0.693109	1.371796	78.568000	65.400000	
0.100000	0.700349	1.612745	78.482000	62.450000	
0.100000	0.688043	1.369785	78.654000	65.230000	
0.100000	0.690050	1.384269	78.744000	65.400000	
0.100000	0.685515	1.312881	78.694000	66.280000	
0.100000	0.690990	1.398618	78.524000	64.670000	
0.100000	0.686166	1.364272	78.976000	65.850000	
0.100000	0.682794	1.412102	78.726000	65.240000	
0.100000	0.688129	1.231854	78.672000	67.670000	
0.100000	0.683392	1.363680	78.802000	65.510000	
0.100000	0.682288	1.390541	78.880000	66.080000	
0.100000	0.681200	1.441083	78.956000	64.360000	
0.100000	0.681741	1.301968	78.748000	67.830000	
0.100000	0.683775	1.444632	78.828000	63.920000	
0.100000	0.688035	1.310496	78.762000	66.940000	
0.100000	0.668346	1.353627	79.412000	66.360000	
0.100000	0.689940	1.346846	78.748000	65.580000	
0.100000	0.683881	1.341210	78.776000	65.630000	
0.100000	0.676030	1.363962	79.060000	64.610000	
0.100000	0.684386	1.369732	78.778000	66.030000	
0.100000	0.684460	1.492725	78.884000	64.120000	
0.100000	0.679623	1.390704	78.922000	65.130000	
