Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	1.438674	1.416672	47.090000	53.200000	
0.100000	0.902333	1.213404	67.938000	60.420000	
0.100000	0.708241	0.697818	75.250000	76.240000	
0.100000	0.600225	0.584843	79.152000	80.100000	
0.100000	0.539031	0.745552	81.430000	75.730000	
0.100000	0.499670	0.593676	82.766000	79.470000	
0.100000	0.460314	0.528942	84.142000	82.550000	
0.100000	0.435219	0.663294	84.932000	78.720000	
0.100000	0.414806	0.661701	85.726000	79.740000	
0.100000	0.400800	0.586877	85.998000	81.080000	
0.100000	0.384913	0.481786	86.722000	83.720000	
0.100000	0.373969	0.605393	87.090000	80.910000	
0.100000	0.363563	0.541089	87.488000	82.990000	
0.100000	0.352564	0.485323	87.790000	83.740000	
0.100000	0.342509	0.428412	88.166000	86.260000	
0.100000	0.335548	0.561843	88.380000	82.580000	
0.100000	0.332689	0.550372	88.524000	83.280000	
0.100000	0.329858	0.431396	88.468000	85.760000	
0.100000	0.320949	0.382371	88.964000	87.400000	
0.100000	0.314440	0.481443	89.130000	84.510000	
0.100000	0.309207	0.473983	89.362000	84.670000	
0.100000	0.306439	0.394705	89.374000	87.360000	
0.100000	0.299455	0.401842	89.764000	87.200000	
0.100000	0.294436	0.426169	89.662000	86.170000	
0.100000	0.291386	0.354247	89.848000	88.520000	
0.100000	0.283875	0.418870	90.022000	86.480000	
0.100000	0.281472	0.467149	90.204000	84.560000	
0.100000	0.274363	0.422321	90.536000	86.630000	
0.100000	0.274408	0.451049	90.496000	86.240000	
0.100000	0.271932	0.396723	90.616000	87.200000	
0.100000	0.268009	0.433440	90.816000	86.060000	
0.100000	0.270078	0.383570	90.524000	87.510000	
0.100000	0.263594	0.363386	90.900000	88.290000	
0.100000	0.263184	0.426775	90.850000	86.670000	
0.100000	0.256003	0.351382	91.070000	88.430000	
0.100000	0.255457	0.426011	91.008000	86.340000	
0.100000	0.260344	0.374571	91.000000	87.610000	
0.100000	0.253690	0.399410	91.310000	87.250000	
0.100000	0.247280	0.499242	91.444000	85.170000	
0.100000	0.255203	0.355707	91.124000	88.420000	
0.100000	0.243985	0.348888	91.412000	88.490000	
0.100000	0.247668	0.408253	91.498000	87.190000	
0.100000	0.242397	0.428662	91.690000	86.450000	
0.100000	0.237183	0.399829	91.770000	87.820000	
0.100000	0.236481	0.369812	91.880000	88.160000	
0.100000	0.232657	0.444494	91.870000	85.740000	
0.100000	0.239003	0.480029	91.724000	85.030000	
0.100000	0.234674	0.351681	91.852000	88.420000	
0.100000	0.237908	0.399841	91.880000	87.440000	
0.100000	0.234246	0.380047	91.770000	87.960000	
0.100000	0.227110	0.624882	91.948000	82.220000	
0.100000	0.229453	0.337521	91.874000	89.000000	
0.100000	0.222698	0.368074	92.236000	88.350000	
0.100000	0.227553	0.462064	92.162000	85.780000	
0.100000	0.225662	0.369264	92.234000	88.010000	
0.100000	0.225500	0.303337	92.006000	89.830000	
0.100000	0.226220	0.381762	92.034000	87.400000	
0.100000	0.217306	0.373551	92.564000	88.220000	
0.100000	0.222321	0.309075	92.254000	89.630000	
0.100000	0.223042	0.354626	92.134000	89.280000	
0.100000	0.223426	0.415460	92.250000	87.150000	
0.100000	0.219119	0.382236	92.430000	87.870000	
0.100000	0.215083	0.348894	92.464000	88.790000	
0.100000	0.218152	0.401104	92.248000	87.190000	
0.100000	0.216343	0.360566	92.460000	88.380000	
0.100000	0.209189	0.430191	92.700000	86.500000	
0.100000	0.211694	0.373889	92.540000	88.290000	
0.100000	0.216110	0.396106	92.460000	87.260000	
0.100000	0.214985	0.371739	92.618000	88.440000	
0.100000	0.213961	0.411828	92.462000	87.230000	
0.100000	0.207752	0.326098	92.810000	89.440000	
0.100000	0.211488	0.319985	92.662000	89.340000	
0.100000	0.207048	0.377315	92.708000	88.330000	
0.100000	0.210072	0.470660	92.608000	85.750000	
0.100000	0.206661	0.377361	92.794000	88.130000	
0.100000	0.209480	0.353050	92.606000	89.170000	
0.100000	0.205865	0.335489	92.820000	89.610000	
0.100000	0.200675	0.411319	92.902000	87.630000	
0.100000	0.205542	0.436437	92.786000	87.090000	
0.100000	0.203698	0.351388	92.880000	89.240000	
0.100000	0.205208	0.360013	92.810000	88.440000	
0.100000	0.205135	0.448944	92.762000	85.950000	
0.100000	0.203177	0.337455	92.860000	89.460000	
0.100000	0.200568	0.399843	92.954000	88.590000	
0.100000	0.202625	0.339168	92.970000	89.350000	
0.100000	0.199402	0.366131	92.986000	88.000000	
0.100000	0.199469	0.312842	93.108000	89.950000	
0.100000	0.201614	0.384837	92.930000	88.050000	
0.100000	0.201580	0.369454	92.904000	88.440000	
0.100000	0.198540	0.483969	93.086000	85.330000	
0.100000	0.202091	0.372987	92.912000	88.490000	
0.100000	0.201081	0.421555	92.962000	87.560000	
0.100000	0.198680	0.384991	93.068000	87.800000	
0.100000	0.200069	0.369711	93.038000	88.530000	
0.100000	0.196460	0.353761	93.056000	89.150000	
0.100000	0.196246	0.426416	93.218000	87.360000	
0.100000	0.192621	0.356489	93.352000	89.240000	
0.100000	0.198832	0.322035	93.052000	89.640000	
0.100000	0.192705	0.284533	93.312000	91.320000	
0.100000	0.194946	0.312625	93.190000	89.680000	
0.100000	0.196534	0.371715	93.174000	88.820000	
0.100000	0.196112	0.347199	92.978000	89.220000	
0.100000	0.195373	0.367322	93.214000	88.740000	
0.100000	0.195224	0.323066	93.214000	89.810000	
0.100000	0.194166	0.357725	93.254000	88.730000	
0.100000	0.197096	0.356493	93.050000	88.840000	
0.100000	0.195088	0.354423	93.118000	88.720000	
0.100000	0.188768	0.300510	93.404000	89.880000	
0.100000	0.192226	0.441301	93.222000	86.600000	
0.100000	0.193007	0.344279	93.214000	89.020000	
0.100000	0.189892	0.335744	93.472000	89.170000	
0.100000	0.188801	0.369748	93.352000	88.630000	
0.100000	0.191949	0.360748	93.266000	89.000000	
0.100000	0.190876	0.376876	93.370000	88.220000	
0.100000	0.189930	0.316618	93.472000	90.070000	
0.100000	0.191082	0.393083	93.418000	87.990000	
0.100000	0.190309	0.316035	93.406000	89.850000	
0.100000	0.186363	0.274141	93.410000	91.060000	
0.100000	0.190653	0.313516	93.330000	89.980000	
0.100000	0.187154	0.340827	93.390000	89.270000	
0.100000	0.188453	0.599764	93.308000	83.610000	
0.100000	0.183932	0.319949	93.604000	89.630000	
0.100000	0.183486	0.327910	93.594000	90.100000	
0.100000	0.191342	0.346836	93.280000	88.630000	
0.100000	0.188135	0.433237	93.380000	86.760000	
0.100000	0.185791	0.313621	93.520000	90.190000	
0.100000	0.182719	0.451559	93.758000	86.810000	
0.100000	0.188363	0.336635	93.454000	89.150000	
0.100000	0.176863	0.367011	93.854000	88.720000	
0.100000	0.185429	0.368871	93.536000	88.060000	
0.100000	0.186481	0.410351	93.536000	87.830000	
0.100000	0.184795	0.450947	93.540000	86.680000	
0.100000	0.188391	0.310906	93.362000	89.760000	
0.100000	0.184358	0.314620	93.636000	90.410000	
0.100000	0.187645	0.335125	93.492000	89.920000	
0.100000	0.182169	0.391088	93.670000	87.990000	
0.100000	0.183161	0.303701	93.590000	90.240000	
0.100000	0.183097	0.340483	93.636000	89.770000	
0.100000	0.180130	0.325716	93.758000	89.430000	
0.100000	0.181999	0.396828	93.580000	87.970000	
0.100000	0.183315	0.361784	93.556000	89.140000	
0.100000	0.188019	0.302770	93.362000	90.740000	
0.100000	0.179697	0.445583	93.730000	86.750000	
0.100000	0.182040	0.380893	93.502000	88.290000	
0.100000	0.184643	0.328886	93.522000	89.680000	
0.100000	0.184145	0.337658	93.504000	89.530000	
0.100000	0.182291	0.335922	93.624000	89.490000	
