Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	2.534128	2.314614	10.274000	10.420000	
0.100000	2.138343	1.955979	17.030000	22.580000	
0.100000	1.862238	1.748046	26.042000	31.610000	
0.100000	1.604835	1.465187	37.908000	45.460000	
0.100000	1.350858	2.040008	50.804000	37.140000	
0.100000	1.135623	1.306033	59.646000	56.630000	
0.100000	0.970415	1.584870	66.330000	50.330000	
0.100000	0.864334	1.037667	70.986000	65.380000	
0.100000	0.800862	1.258068	73.678000	62.560000	
0.100000	0.748758	1.188576	75.508000	62.020000	
0.100000	0.703888	1.210639	77.040000	65.190000	
0.100000	0.665685	0.728398	78.618000	76.700000	
0.100000	0.638265	1.030044	79.202000	69.410000	
0.100000	0.626703	0.982027	79.584000	70.600000	
0.100000	0.592892	0.655190	80.656000	79.130000	
0.100000	0.585936	0.810326	80.756000	75.290000	
0.100000	0.569037	0.672297	81.658000	78.500000	
0.100000	0.553686	0.723516	82.104000	75.220000	
0.100000	0.549358	0.685686	82.356000	78.110000	
0.100000	0.529379	0.604437	82.950000	81.170000	
0.100000	0.530958	0.855403	82.796000	72.890000	
0.100000	0.524462	0.861139	82.986000	74.830000	
0.100000	0.508173	0.665875	83.368000	79.280000	
0.100000	0.510578	0.716826	83.334000	76.160000	
0.100000	0.504847	0.866174	83.410000	74.170000	
0.100000	0.494200	0.767281	83.814000	76.690000	
0.100000	0.487320	0.696159	84.240000	78.410000	
0.100000	0.481924	0.607792	84.244000	81.560000	
0.100000	0.483455	0.637559	84.498000	78.930000	
0.100000	0.470414	0.742344	84.740000	77.910000	
0.100000	0.470033	0.919954	84.758000	76.020000	
0.100000	0.469478	1.046339	84.780000	72.800000	
0.100000	0.468336	0.688253	84.698000	78.530000	
0.100000	0.460725	0.604800	85.176000	81.320000	
0.100000	0.469452	0.722821	84.786000	77.840000	
0.100000	0.454620	0.663396	85.276000	79.570000	
0.100000	0.452415	0.766658	85.420000	76.670000	
0.100000	0.460251	0.705905	85.068000	78.540000	
0.100000	0.444537	0.727477	85.682000	78.190000	
0.100000	0.449054	0.695407	85.272000	78.500000	
0.100000	0.450255	0.564297	85.400000	81.960000	
0.100000	0.448866	0.638163	85.612000	80.080000	
0.100000	0.459300	0.766066	85.142000	76.870000	
0.100000	0.446507	0.796265	85.618000	75.960000	
0.100000	0.444003	0.810987	85.542000	76.370000	
0.100000	0.445891	0.486223	85.528000	84.280000	
0.100000	0.443678	0.948604	85.636000	71.730000	
0.100000	0.430191	0.722838	85.992000	78.850000	
0.100000	0.437546	0.577219	85.718000	81.220000	
0.100000	0.427485	0.597222	86.194000	80.660000	
0.100000	0.432118	0.795640	85.970000	76.740000	
0.100000	0.435276	0.592504	85.864000	80.490000	
0.100000	0.432173	0.721416	86.082000	78.980000	
0.100000	0.426782	1.485980	86.032000	60.000000	
0.100000	0.433090	0.944893	85.958000	72.650000	
0.100000	0.431518	0.717632	85.926000	77.590000	
0.100000	0.421952	0.761537	86.136000	76.170000	
0.100000	0.430545	0.720187	85.988000	78.280000	
0.100000	0.429543	0.567879	86.096000	82.050000	
0.100000	0.424539	0.706655	86.182000	78.580000	
0.100000	0.420070	0.575780	86.416000	81.520000	
0.100000	0.422726	0.556521	86.256000	82.440000	
0.100000	0.417785	0.722392	86.198000	77.490000	
0.100000	0.419854	0.562381	86.410000	82.170000	
0.100000	0.417536	0.587876	86.408000	81.630000	
0.100000	0.412932	0.664407	86.540000	78.860000	
0.100000	0.409453	0.570050	86.688000	82.350000	
0.100000	0.422954	0.660279	86.110000	79.400000	
0.100000	0.405237	0.608697	86.876000	81.200000	
0.100000	0.421614	0.723186	86.436000	76.960000	
0.100000	0.415997	0.699183	86.526000	78.950000	
0.100000	0.412999	1.247608	86.538000	70.410000	
0.100000	0.417252	0.577763	86.532000	82.150000	
0.100000	0.406998	0.569540	86.542000	81.530000	
0.100000	0.416223	0.626233	86.578000	80.040000	
0.100000	0.407019	0.533376	86.774000	82.810000	
0.100000	0.417364	0.789998	86.452000	75.300000	
0.100000	0.411662	0.476856	86.694000	83.930000	
0.100000	0.415370	0.652035	86.454000	79.780000	
0.100000	0.408251	0.678361	86.838000	79.350000	
0.100000	0.408589	0.602518	86.546000	80.520000	
0.100000	0.406604	0.563679	86.684000	81.140000	
0.100000	0.405530	0.661054	86.738000	78.380000	
0.100000	0.407293	0.520732	86.670000	83.670000	
0.100000	0.411164	0.698638	86.500000	78.410000	
